name,city,country,IATA,,lat,long,x,y,z,region,type
Arcachon-La Teste-de-Buch Airport,Arcachon,France,XAC,LFCH,44.596401,-1.11083,49,1,E,Europe/Paris,airport
Albi-Le Séquestre Airport,Albi,France,LBI,LFCI,43.9138984680176,2.11305999755859,564,1,E,Europe/Paris,airport
Castres-Mazamet Airport,Castres,France,DCM,LFCK,43.5563011169434,2.2891800403595,788,1,E,Europe/Paris,airport
Toulouse-Lasbordes Airport,Toulouse,France,\N,LFCL,43.5861015319824,1.49916994571686,459,1,E,Europe/Paris,airport
Millau-Larzac Airport,Millau,France,\N,LFCM,43.9892997741699,3.18300008773804,2606,1,E,Europe/Paris,airport
Graulhet-Montdragon Airport,Graulhet,France,\N,LFCQ,43.7710990905762,2.01082992553711,581,1,E,Europe/Paris,airport
Rodez-Marcillac Airport,Rodez,France,RDZ,LFCR,44.407901763916,2.48267006874084,1910,1,E,Europe/Paris,airport
Ussel-Thalamy Airport,Ussel,France,\N,LFCU,45.5346984863281,2.42389011383057,2428,1,E,Europe/Paris,airport
Villeneuve-sur-Lot Airport,Villeneuve-sur-lot,France,\N,LFCW,44.396900177002,0.758889019489288,190,1,E,Europe/Paris,airport
Royan-Médis Airport,Royan,France,RYN,LFCY,45.628101348877,-0.972500026226044,72,1,E,Europe/Paris,airport
Mimizan Airport,Mimizan,France,\N,LFCZ,44.145928,-1.16432,164,1,E,Europe/Paris,airport
Aire-sur-l'Adour Airport,Aire-sur-l'adour,France,\N,LFDA,43.709400177002,-0.245278000831604,259,1,E,Europe/Paris,airport
Montauban Airport,Montauban,France,\N,LFDB,44.0256996154785,1.37803995609283,351,1,E,Europe/Paris,airport
Auch-Lamothe Airport,Auch,France,\N,LFDH,43.687801361084,0.601666986942291,411,1,E,Europe/Paris,airport
Libourne-Artigues-de-Lussac Airport,Libourne,France,\N,LFDI,44.982498,-0.134722,157,1,E,Europe/Paris,airport
Pamiers-Les Pujols Airport,Pamiers,France,\N,LFDJ,43.0905990600586,1.69582998752594,1115,1,E,Europe/Paris,airport
Marmande-Virazeil Airport,Marmande,France,\N,LFDM,44.4989013671875,0.200514003634453,105,1,E,Europe/Paris,airport
Rochefort-Saint-Agnant (BA 721) Airport,Rochefort,France,RCO,LFDN,45.8877983093262,-0.983056008815765,60,1,E,Europe/Paris,airport
Pontivy Airport,Pontivy,France,\N,LFED,48.0584983825684,-2.92182993888855,407,1,E,Europe/Paris,airport
Aubigny-sur-Nère Airport,Aubigny-sur-nere,France,\N,LFEH,47.480556,2.394167,630,1,E,Europe/Paris,airport
Guiscriff Scaer Airport,Guiscriff-scaer,France,\N,LFES,48.0525016784668,-3.66472005844116,574,1,E,Europe/Paris,airport
Ancenis Airport,Ancenis,France,\N,LFFI,47.4081001281738,-1.17750000953674,111,1,E,Europe/Paris,airport
Brienne-le-Château Airport,Brienne-le Chateau,France,\N,LFFN,48.4297981262207,4.48222017288208,381,1,E,Europe/Paris,airport
Colmar-Houssen Airport,Colmar,France,CMR,LFGA,48.1099014282227,7.35901021957397,628,1,E,Europe/Paris,airport
Beaune-Challanges Airport,Beaune,France,\N,LFGF,47.005901,4.89342,656,1,E,Europe/Paris,airport
Dole-Tavaux Airport,Dole,France,DLE,LFGJ,47.042686,5.435061,645,1,E,Europe/Paris,airport
Joigny Airport,Joigny,France,\N,LFGK,47.9921989440918,3.39222002029419,732,1,E,Europe/Paris,airport
Verdun-Le Rozelier Airfield,Verdun,France,\N,LFGW,49.122398,5.46905,1230,1,E,Europe/Paris,airport
Aubenas-Ardèche Méridional Airport,Aubenas-vals-lanas,France,OBS,LFHO,44.5442008972,4.37218999863,923,1,E,Europe/Paris,airport
Le Puy-Loudes Airport,Le Puy,France,LPY,LFHP,45.0806999206543,3.76289010047913,2731,1,E,Europe/Paris,airport
Saint-Flour-Coltines Airport,St.-flour,France,\N,LFHQ,45.0764007568359,2.99360990524292,3218,1,E,Europe/Paris,airport
Bourg-Ceyzériat Airport,Bourg,France,XBK,LFHS,46.2009010314941,5.2920298576355,857,1,E,Europe/Paris,airport
Villefranche-Tarare Airport,Vilefrance,France,XVF,LFHV,45.919983,4.634931,1076,1,E,Europe/Paris,airport
Moulins-Montbeugny Airport,Moulins,France,XMU,LFHY,46.5345993041992,3.42371988296509,915,1,E,Europe/Paris,airport
Saint-Affrique-Belmont Airport,St.-afrique-belmont,France,\N,LFIF,43.823299407959,2.74528002738953,1686,1,E,Europe/Paris,airport
Cassagnes-Bégonhès Airport,Cassagnes-beghones,France,\N,LFIG,44.1777992248535,2.51500010490417,2024,1,E,Europe/Paris,airport
Metz-Nancy-Lorraine Airport,Metz,France,ETZ,LFJL,48.9821014404,6.25131988525,870,1,E,Europe/Paris,airport
Bastia-Poretta Airport,Bastia,France,BIA,LFKB,42.5527000427246,9.48373031616211,26,1,E,Europe/Paris,airport
Calvi-Sainte-Catherine Airport,Calvi,France,CLY,LFKC,42.5244444,8.7930556,209,1,E,Europe/Paris,airport
Figari Sud-Corse Airport,Figari,France,FSC,LFKF,41.5005989074707,9.09778022766113,87,1,E,Europe/Paris,airport
Ajaccio-Napoléon Bonaparte Airport,Ajaccio,France,AJA,LFKJ,41.9235992431641,8.8029203414917,18,1,E,Europe/Paris,airport
Propriano Airport,Propriano,France,\N,LFKO,41.6605987548828,8.88974952697754,13,1,E,Europe/Paris,airport
Solenzara (BA 126) Air Base,Solenzara,France,SOZ,LFKS,41.9244003295898,9.4060001373291,28,1,E,Europe/Paris,airport
Corte Airport,Corte,France,\N,LFKT,42.2935981750488,9.19305992126465,1132,1,E,Europe/Paris,airport
Auxerre-Branches Airport,Auxerre,France,AUF,LFLA,47.8502006530762,3.49710988998413,523,1,E,Europe/Paris,airport
Chambéry-Savoie Airport,Chambery,France,CMF,LFLB,45.6380996704102,5.88022994995117,779,1,E,Europe/Paris,airport
Clermont-Ferrand Auvergne Airport,Clermont-Ferrand,France,CFE,LFLC,45.7867012024,3.1691699028,1090,1,E,Europe/Paris,airport
Bourges Airport,Bourges,France,BOU,LFLD,47.0581016540527,2.37028002738953,529,1,E,Europe/Paris,airport
Chambéry-Challes-les-Eaux Airport,Chambery,France,\N,LFLE,45.5611000061,5.97575998306,973,1,E,Europe/Paris,airport
Chalon-Champforgeuil Airport,Chalon,France,XCD,LFLH,46.826099395752,4.81762981414795,623,1,E,Europe/Paris,airport
Annemasse Airport,Annemasse,France,QNJ,LFLI,46.1920013428,6.26839017868,1620,1,E,Europe/Paris,airport
Lyon Saint-Exupéry Airport,Lyon,France,LYS,LFLL,45.7255556,5.0811111,821,1,E,Europe/Paris,airport
Mâcon-Charnay Airport,Macon,France,QNX,LFLM,46.295101,4.79577,728,1,E,Europe/Paris,airport
Saint-Yan Airport,St.-yan,France,\N,LFLN,46.4124984741211,4.01325988769531,796,1,E,Europe/Paris,airport
Roanne-Renaison Airport,Roanne,France,RNE,LFLO,46.0583000183105,4.00138998031616,1106,1,E,Europe/Paris,airport
Annecy-Haute-Savoie-Mont Blanc Airport,Annecy,France,NCY,LFLP,45.9308333,6.1063889,1521,1,E,Europe/Paris,airport
Grenoble-Isère Airport,Grenoble,France,GNB,LFLS,45.3628997802734,5.32937002182007,1302,1,E,Europe/Paris,airport
Montluçon-Domérat Airport,Montlucon,France,\N,LFLT,46.352501,2.57049,771,1,E,Europe/Paris,airport
Valence-Chabeuil Airport,Valence,France,VAF,LFLU,44.9216,4.9699,525,1,E,Europe/Paris,airport
Vichy-Charmeil Airport,Vichy,France,VHY,LFLV,46.1697006225586,3.40373992919922,817,1,E,Europe/Paris,airport
Aurillac Airport,Aurillac,France,AUR,LFLW,44.8913993835449,2.42194008827209,2096,1,E,Europe/Paris,airport
"Châteauroux-Déols \""Marcel Dassault\"" Airport",Chateauroux,France,CHR,LFLX,46.86027778,1.7211111,529,1,E,Europe/Paris,airport
Lyon-Bron Airport,Lyon,France,LYN,LFLY,45.7271995544434,4.94427013397217,659,1,E,Europe/Paris,airport
Aix-en-Provence (BA 114) Airport,Aix-les-milles,France,QXB,LFMA,43.5056,5.36778,367,1,E,Europe/Paris,airport
Le Luc-Le Cannet Airport,Le Luc,France,\N,LFMC,43.3847007751465,6.38713979721069,265,1,E,Europe/Paris,airport
